01.03.2021 09:00:02,20.81

01.03.2021 09:00:03,21.35

01.03.2021 09:00:04,21.91

01.03.2021 09:00:05,21.32

01.03.2021 09:00:06,21.16

01.03.2021 09:00:07,21.53

01.03.2021 09:00:08,20.93

01.03.2021 09:00:09,21.43

01.03.2021 09:00:10,22.29

01.03.2021 09:00:11,21.88

01.03.2021 09:00:12,22.25

01.03.2021 09:00:13,23.15

01.03.2021 09:00:14,22.45

01.03.2021 09:00:15,23.28

01.03.2021 09:00:16,23.6

01.03.2021 09:00:17,24.13

01.03.2021 09:00:18,23.58

01.03.2021 09:00:19,23.9

01.03.2021 09:00:20,23.83

01.03.2021 09:00:21,23.35

01.03.2021 09:00:22,23.97

01.03.2021 09:00:23,23.45

01.03.2021 09:00:24,22.53

01.03.2021 09:00:25,23.47

01.03.2021 09:00:26,24.3

01.03.2021 09:00:27,23.78

01.03.2021 09:00:28,22.79

01.03.2021 09:00:29,23.23

01.03.2021 09:00:30,23.72

01.03.2021 09:00:31,22.96

01.03.2021 09:00:32,23.51

01.03.2021 09:00:33,23.13

01.03.2021 09:00:34,22.65

01.03.2021 09:00:35,23.39

01.03.2021 09:00:36,23.86

01.03.2021 09:00:37,23.1

01.03.2021 09:00:38,23.91

01.03.2021 09:00:39,23.85

01.03.2021 09:00:40,24.18

01.03.2021 09:00:41,24.14

01.03.2021 09:00:42,24.49

01.03.2021 09:00:43,25.28

01.03.2021 09:00:44,24.44

01.03.2021 09:00:45,23.75

01.03.2021 09:00:46,23.21

01.03.2021 09:00:47,22.44

01.03.2021 09:00:48,21.77

01.03.2021 09:00:49,22.32

01.03.2021 09:00:50,21.8

01.03.2021 09:00:51,22.55

01.03.2021 09:00:52,22.38

01.03.2021 09:00:53,22.29

01.03.2021 09:00:54,22.8

01.03.2021 09:00:55,22.49

01.03.2021 09:00:56,23.23

01.03.2021 09:00:57,24.23

01.03.2021 09:00:58,24.56

01.03.2021 09:00:59,24.56

01.03.2021 09:01:00,24.39

01.03.2021 09:01:01,24.75

01.03.2021 09:01:02,24.96

01.03.2021 09:01:03,25.14

01.03.2021 09:01:04,24.22

01.03.2021 09:01:05,23.54

01.03.2021 09:01:06,23.18

01.03.2021 09:01:07,22.33

01.03.2021 09:01:08,23.25

01.03.2021 09:01:09,22.75

01.03.2021 09:01:10,21.93

01.03.2021 09:01:11,22.03

01.03.2021 09:01:12,21.22

01.03.2021 09:01:13,20.46

01.03.2021 09:01:14,20.99

01.03.2021 09:01:15,20.76

01.03.2021 09:01:16,20.07

01.03.2021 09:01:17,19.41

01.03.2021 09:01:18,20.16

01.03.2021 09:01:19,19.9

01.03.2021 09:01:20,20.26

01.03.2021 09:01:21,20.82

01.03.2021 09:01:22,20.28

01.03.2021 09:01:23,20.81

01.03.2021 09:01:24,20.59

01.03.2021 09:01:25,19.95

01.03.2021 09:01:26,19.97

01.03.2021 09:01:27,19.95

01.03.2021 09:01:28,18.97

01.03.2021 09:01:29,18.23

01.03.2021 09:01:30,18.59

01.03.2021 09:01:31,19.3

01.03.2021 09:01:32,19.72

01.03.2021 09:01:33,18.93

01.03.2021 09:01:34,19.49

01.03.2021 09:01:35,18.54

01.03.2021 09:01:36,18.84

01.03.2021 09:01:37,18.79

01.03.2021 09:01:38,18.58

01.03.2021 09:01:39,17.7

01.03.2021 09:01:40,18.43

01.03.2021 09:01:41,17.49

01.03.2021 09:01:42,18.19

01.03.2021 09:01:43,18.0

01.03.2021 09:01:44,18.87

01.03.2021 09:01:45,19.6

01.03.2021 09:01:46,18.66

01.03.2021 09:01:47,18.19

01.03.2021 09:01:48,17.93

