01.03.2021 09:00:01,126.01

01.03.2021 09:00:02,125.4

01.03.2021 09:00:03,125.67

01.03.2021 09:00:04,126.06

01.03.2021 09:00:05,126.98

01.03.2021 09:00:06,126.09

01.03.2021 09:00:07,125.61

01.03.2021 09:00:08,124.87

01.03.2021 09:00:09,124.4

01.03.2021 09:00:10,125.11

01.03.2021 09:00:11,124.11

01.03.2021 09:00:12,123.33

01.03.2021 09:00:13,123.69

01.03.2021 09:00:14,123.46

01.03.2021 09:00:15,123.2

01.03.2021 09:00:16,123.71

01.03.2021 09:00:17,124.14

01.03.2021 09:00:18,124.58

01.03.2021 09:00:19,123.73

01.03.2021 09:00:20,124.46

01.03.2021 09:00:21,124.57

01.03.2021 09:00:22,125.55

01.03.2021 09:00:23,125.95

01.03.2021 09:00:24,126.09

01.03.2021 09:00:25,126.72

01.03.2021 09:00:26,127.16

01.03.2021 09:00:27,127.22

01.03.2021 09:00:28,126.53

01.03.2021 09:00:29,127.36

01.03.2021 09:00:30,127.55

01.03.2021 09:00:31,127.05

01.03.2021 09:00:32,126.83

01.03.2021 09:00:33,127.3

01.03.2021 09:00:34,127.03

01.03.2021 09:00:35,126.45

01.03.2021 09:00:36,125.88

01.03.2021 09:00:37,125.44

01.03.2021 09:00:38,125.57

01.03.2021 09:00:39,124.79

01.03.2021 09:00:40,124.04

01.03.2021 09:00:41,123.77

01.03.2021 09:00:42,124.01

01.03.2021 09:00:43,123.04

01.03.2021 09:00:44,122.56

01.03.2021 09:00:45,121.57

01.03.2021 09:00:46,122.22

01.03.2021 09:00:47,122.18

01.03.2021 09:00:48,122.19

01.03.2021 09:00:49,122.02

01.03.2021 09:00:50,122.42

01.03.2021 09:00:51,121.84

01.03.2021 09:00:52,121.15

01.03.2021 09:00:53,121.58

01.03.2021 09:00:54,122.37

01.03.2021 09:00:55,121.38

01.03.2021 09:00:56,121.85

01.03.2021 09:00:57,121.81

01.03.2021 09:00:58,122.16

01.03.2021 09:00:59,122.08

01.03.2021 09:01:00,121.29

01.03.2021 09:01:01,121.69

01.03.2021 09:01:02,120.72

01.03.2021 09:01:03,119.73

01.03.2021 09:01:04,119.49

01.03.2021 09:01:05,118.77

01.03.2021 09:01:06,118.29

01.03.2021 09:01:07,117.77

01.03.2021 09:01:08,117.81

01.03.2021 09:01:09,117.72

01.03.2021 09:01:10,116.74

01.03.2021 09:01:11,116.99

01.03.2021 09:01:12,116.33

01.03.2021 09:01:13,116.03

01.03.2021 09:01:14,115.25

01.03.2021 09:01:15,115.78

01.03.2021 09:01:16,116.41

01.03.2021 09:01:17,115.62

01.03.2021 09:01:18,115.34

01.03.2021 09:01:19,114.71

01.03.2021 09:01:20,115.54

01.03.2021 09:01:21,116.08

01.03.2021 09:01:22,116.5

01.03.2021 09:01:23,115.98

01.03.2021 09:01:24,116.24

01.03.2021 09:01:25,117.06

01.03.2021 09:01:26,117.67

01.03.2021 09:01:27,118.56

01.03.2021 09:01:28,119.44

01.03.2021 09:01:29,118.56

01.03.2021 09:01:30,117.72

01.03.2021 09:01:31,116.99

01.03.2021 09:01:32,117.32

01.03.2021 09:01:33,117.88

01.03.2021 09:01:34,118.52

01.03.2021 09:01:35,118.46

01.03.2021 09:01:36,117.91

01.03.2021 09:01:37,117.18

01.03.2021 09:01:38,118.04

01.03.2021 09:01:39,117.22

01.03.2021 09:01:40,117.11

01.03.2021 09:01:41,117.94

01.03.2021 09:01:42,117.53

01.03.2021 09:01:43,117.46

01.03.2021 09:01:44,118.01

01.03.2021 09:01:45,117.32

01.03.2021 09:01:46,117.0

01.03.2021 09:01:47,117.59

01.03.2021 09:01:48,117.66

01.03.2021 09:01:49,118.33

01.03.2021 09:01:50,117.84

01.03.2021 09:01:51,118.58

01.03.2021 09:01:52,119.56

01.03.2021 09:01:53,120.06

01.03.2021 09:01:54,119.76

01.03.2021 09:01:55,120.3

01.03.2021 09:01:56,119.56

01.03.2021 09:01:57,119.16

01.03.2021 09:01:58,119.86

01.03.2021 09:01:59,119.1

01.03.2021 09:02:00,119.48

01.03.2021 09:02:01,119.58

01.03.2021 09:02:02,120.05

01.03.2021 09:02:03,120.95

01.03.2021 09:02:04,120.34

01.03.2021 09:02:05,120.57

01.03.2021 09:02:06,119.98

01.03.2021 09:02:07,119.38

01.03.2021 09:02:08,120.15

01.03.2021 09:02:09,119.76

01.03.2021 09:02:10,119.33

01.03.2021 09:02:11,120.25

01.03.2021 09:02:12,120.58

01.03.2021 09:02:13,120.27

01.03.2021 09:02:14,121.23

01.03.2021 09:02:15,121.91

01.03.2021 09:02:16,121.25

01.03.2021 09:02:17,122.18

01.03.2021 09:02:18,121.94

01.03.2021 09:02:19,121.6

01.03.2021 09:02:20,121.05

01.03.2021 09:02:21,121.93

01.03.2021 09:02:22,122.88

01.03.2021 09:02:23,122.09

01.03.2021 09:02:24,122.16

01.03.2021 09:02:25,121.81

01.03.2021 09:02:26,120.81

01.03.2021 09:02:27,120.02

01.03.2021 09:02:28,120.82

01.03.2021 09:02:29,120.43

01.03.2021 09:02:30,120.76

01.03.2021 09:02:31,121.16

01.03.2021 09:02:32,120.91

01.03.2021 09:02:33,121.19

01.03.2021 09:02:34,121.12

01.03.2021 09:02:35,120.92

01.03.2021 09:02:36,120.98

01.03.2021 09:02:37,121.78

01.03.2021 09:02:38,122.32

01.03.2021 09:02:39,122.64

01.03.2021 09:02:40,122.32

01.03.2021 09:02:41,123.08

01.03.2021 09:02:42,123.64

01.03.2021 09:02:43,123.14

01.03.2021 09:02:44,123.88

01.03.2021 09:02:45,123.94

01.03.2021 09:02:46,123.07

01.03.2021 09:02:47,123.46

01.03.2021 09:02:48,123.94

01.03.2021 09:02:49,123.42

01.03.2021 09:02:50,124.19

01.03.2021 09:02:51,123.25

01.03.2021 09:02:52,123.6

01.03.2021 09:02:53,123.6

01.03.2021 09:02:54,123.69

01.03.2021 09:02:55,122.82

01.03.2021 09:02:56,123.16

01.03.2021 09:02:57,122.8

01.03.2021 09:02:58,121.96

01.03.2021 09:02:59,122.49

01.03.2021 09:03:00,122.33

01.03.2021 09:03:01,121.79

01.03.2021 09:03:02,120.94

01.03.2021 09:03:03,121.63

01.03.2021 09:03:04,120.91

01.03.2021 09:03:05,121.81

01.03.2021 09:03:06,121.06

01.03.2021 09:03:07,120.21

01.03.2021 09:03:08,120.13

01.03.2021 09:03:09,119.89

01.03.2021 09:03:10,119.64

01.03.2021 09:03:11,119.98

01.03.2021 09:03:12,119.28

01.03.2021 09:03:13,119.07

01.03.2021 09:03:14,119.13

01.03.2021 09:03:15,119.26

01.03.2021 09:03:16,119.6

01.03.2021 09:03:17,119.22

01.03.2021 09:03:18,119.6

01.03.2021 09:03:19,119.98

01.03.2021 09:03:20,119.11

01.03.2021 09:03:21,120.01

01.03.2021 09:03:22,120.16

01.03.2021 09:03:23,121.08

01.03.2021 09:03:24,121.34

01.03.2021 09:03:25,122.2

01.03.2021 09:03:26,122.3

01.03.2021 09:03:27,121.85

01.03.2021 09:03:28,121.12

01.03.2021 09:03:29,120.82

01.03.2021 09:03:30,120.2
